60,55
27,29
66,31
42,61
52,31
34,11
13,92
17,55
64,33
55,17
90,43
12,55
12,14
93,27
15,72
27,98
78,96
48,32
20,41
43,25
93,36
46,41
51,55
97,60
40,68
63,39
75,59
63,93
81,29
37,54
88,39
23,15
70,24
74,85
49,35
21,11
35,44
93,86
15,47
54,72
74,73
74,54
87,55
17,97
26,99
92,45
94,87
16,80
14,98
42,37
11,70
62,51
36,73
92,35
19,98
28,65
97,48
72,69
57,74
49,42
59,79
76,99
61,89
23,42
21,84
53,55
65,24
46,91
90,35
72,41
71,37
42,93
88,17
69,54
90,35
86,33
20,90
12,76
87,54
48,71
48,25
11,15
29,32
87,25
72,39
25,48
77,21
33,34
22,57
12,50
78,75
80,12
32,62
47,86
22,33
61,80
15,28
95,26
91,52
38,47
94,89
31,30
24,89
86,57
57,77
63,40
35,15
67,16
16,40
95,61
34,37
71,97
10,80
45,84
14,83
77,93
70,89
80,29
68,62
62,41
34,62
91,39
57,38
45,57
55,19
61,56
87,96
28,26
53,98
67,15
97,82
49,96
93,11
57,20
33,39
68,96
26,76
12,37
29,40
54,87
91,16
47,67
29,78
80,10
83,93
34,20
37,52
43,44
67,81
82,12
16,24
66,36
79,88
22,94
39,10
36,98
34,98
77,95
98,59
56,23
15,47
43,19
39,93
76,55
82,24
75,95
46,26
54,44
61,10
62,57
49,19
44,31
59,39
89,80
99,45
72,12
71,29
18,88
27,58
31,57
25,18
68,21
82,18
57,75
36,32
61,59
86,77
28,11
57,31
17,20
87,63
71,99
43,26
50,74
88,70
47,86
95,60
42,76
96,72
78,63
30,81
52,87
66,75
29,83
12,75
32,78
50,37
63,91
14,84
74,75
43,49
21,59
20,53
19,32
11,51
78,97
36,61
86,89
56,20
42,81
61,93
13,74
19,37
54,19
61,79
44,61
94,14
77,98
77,94
91,29
37,82
24,60
14,81
98,17
10,21
71,23
74,43
13,34
27,89
80,95
86,84
81,33
82,63
16,20
96,97
84,86
49,69
20,47
82,81
40,71
