86,33
19,70
51,82
40,26
55,57
86,42
17,54
95,42
91,33
83,34
15,42
37,67
74,82
95,85
77,30
60,82
91,87
89,28
93,35
15,95
68,50
69,20
78,29
67,75
22,41
36,68
89,81
35,44
25,60
74,35
12,86
75,35
99,93
76,11
16,58
98,43
21,35
63,93
49,47
92,77
65,19
78,83
59,92
19,75
84,42
12,69
54,69
63,26
44,76
47,69
40,14
59,67
22,41
20,47
59,15
85,20
99,21
93,75
64,39
72,89
99,92
41,98
26,48
89,66
97,88
13,39
55,96
70,49
96,69
72,69
19,29
59,17
53,67
18,12
78,79
96,51
58,76
95,73
60,85
15,73
18,85
10,64
43,47
72,79
78,99
15,71
51,61
98,54
28,34
58,43
31,71
26,47
